zip,name,lat,lon
8762,Flemming,55.89442946,9.66642959
8763,Rask Mølle,55.87835123,9.6137501
8765,Klovborg,55.92463273,9.48555987
8766,Nørre Snede,55.96381394,9.41496508
8781,Stenderup,55.79039351,9.80232769
8783,Hornsyld,55.76234096,9.85180061
8789,Endelave,55.75329623,10.30820541
8799,Tunø,55.9486075,10.44454187
8800,Viborg,56.41681148,9.36897659
8830,Tjele,56.49762699,9.60208409
8831,Løgstrup,56.51759246,9.32656972
8832,Skals,56.59071095,9.35963562
8840,Rødkærsbro,56.35360504,9.50444327
8850,Bjerringbro,56.36051392,9.64257403
8860,Ulstrup,56.3800683,9.78710533
8870,Langå,56.3806496,9.90941177
8881,Thorsø,56.3103006,9.79439741
8882,Fårvang,56.27196318,9.70492587
8883,Gjern,56.22223999,9.73984728
8900,Randers C,56.46401254,10.0331817
8920,Randers NV,56.48050883,9.88044731
8930,Randers NØ,56.50265825,10.1724293
8940,Randers SV,56.41476356,10.01231946
8950,Ørsted,56.53413791,10.32882868
8960,Randers SØ,56.42912946,10.17671406
8961,Allingåbro,56.49705855,10.49037138
8963,Auning,56.42921057,10.38424574
8970,Havndal,56.6517573,10.26167957
8981,Spentrup,56.54082727,10.0192493
8983,Gjerlev J,56.58233605,10.10145059
8990,Fårup,56.55632319,9.84538694
9000,Aalborg,57.05171431,9.8350492
9200,Aalborg SV,57.00928951,9.86220561
9210,Aalborg SØ,56.9991663,9.93295578
9220,Aalborg Øst,57.05425152,10.00949733
9230,Svenstrup J,56.9647583,9.86815189
9240,Nibe,56.94881207,9.57985536
9260,Gistrup,56.93195612,10.01379029
9270,Klarup,57.0195069,10.05566956
9280,Storvorde,56.91678716,10.27569023
9293,Kongerslev,56.89578273,10.1135906
9300,Sæby,57.2843629,10.57327556
9310,Vodskov,57.09538719,10.09257652
9320,Hjallerup,57.17870119,10.13790859
9330,Dronninglund,57.21127809,10.31020366
9340,Asaa,57.13326579,10.44405468
9352,Dybvad,57.28497909,10.32334518
9362,Gandrup,57.05355839,10.1977671
9370,Hals,56.96384115,10.65368838
9380,Vestbjerg,57.12732919,9.97550463
9381,Sulsted,57.16265215,9.99174315
9382,Tylstrup,57.20308117,9.9350316
9400,Nørresundby,57.08119416,9.92809079
9430,Vadum,57.11542161,9.8563612
9440,Aabybro,57.16282327,9.76743314
9460,Brovst,57.10716869,9.5353613
9480,Løkken,57.38233116,9.65510765
9490,Pandrup,57.20322545,9.65450533
9492,Blokhus,57.25739854,9.57722094
9493,Saltum,57.26602114,9.69608315
9500,Hobro,56.6528756,9.77366901
9510,Arden,56.76264148,9.94260419
9520,Skørping,56.84944104,9.92696601
9530,Støvring,56.89267972,9.80945918
9541,Suldrup,56.84292865,9.68119202
9550,Mariager,56.63765951,10.0220988
9560,Hadsund,56.77688954,10.41645939
9574,Bælum,56.8298458,10.12654857
9575,Terndrup,56.81450196,10.04422607
9600,Aars,56.80003403,9.49610809
9610,Nørager,56.74794316,9.63042311
9620,Aalestrup,56.69297871,9.4967184
9631,Gedsted,56.69090841,9.36542938
9632,Møldrup,56.6088695,9.50805968
9640,Farsø,56.77310507,9.27748567
9670,Løgstør,56.95819912,9.30949603
9681,Ranum,56.89861349,9.12839085
9690,Fjerritslev,57.12742277,9.20878724
9700,Brønderslev,57.28432949,9.88277134
9740,Jerslev J,57.29699349,10.11084423
9750,Østervrå,57.34034984,10.27081316
9760,Vrå,57.37190853,9.87742317
9800,Hjørring,57.70230652,9.2956345
9830,Tårs,57.37825187,10.14317436
9850,Hirtshals,57.94281241,9.71496643
9870,Sindal,57.4674892,10.24075136
9881,Bindslev,57.57139797,10.23668023
9900,Frederikshavn,57.52270103,10.72500277
9940,Læsø,57.18887848,11.14575743
9970,Strandby,57.51074154,10.52915912
9981,Jerup,57.53549926,10.43874206
9982,Ålbæk,57.60572774,10.40473272
9990,Skagen,57.85540126,10.48570715
